"콘텐츠 ID
","사용유무
",화장실명,"서브카테고리 명
","시군
","구명
","새주소[도로명 주소]
",지번주소,키워드,"다국어
",경도,위도,"공간객체타입
","라인 색상
","라인 패턴
","라인두께
","전화번호
","웹URL
","동영상 웹 링크 URL
","음성파일 웹 링크 URL
","사진 정보1[URL or 파일명]
","사진 정보2[URL or 파일명]
","사진 정보3[URL or 파일명]
","사진 정보4[URL or 파일명]
","사진 정보5[URL or 파일명]
","상세 제목1
","상세 내용1
","상세 제목2
","상세 내용2
","상세 제목3
","상세 내용3
","상세 제목4
","상세 내용4
","상세 제목5
","상세 내용5
","상세 제목6
","상세 내용6
","상세 제목7
","상세 내용7
","상세 제목8
","상세 내용8
","상세 제목9
","상세 내용9
","상세 제목10
","상세 내용10
","상세 제목11
","상세 내용11
","상세 제목12
","상세 내용12
","상세 제목13
","상세 내용13
","상세 제목14
","상세 내용14
","상세 제목15
","상세 내용15
","상세 제목16
","상세 내용16
","상세 제목17
","상세 내용17
","상세 제목18
","상세 내용18
","상세 제목19
","상세 내용19
","상세 제목20
","상세 내용20
","시계열 시작 일자
","시계열 종료 일자
"
restgu09-0042,Y,솔밭근린공원 화장실,상시,,강북구,삼양로 561,강북구 우이동 80,,KOR,127.011966886,37.652870557,1,#0000FF,,,02-901-6926,,,,,,,,,시설구분,공원,개방시간,24시간,화장실 현황,남자: 대변기4 소변기4 / 여자: 대변기8 / 장애인화장실(남녀구분),기타설비,유아용설비(대변기2 소변기2 기저귀교환대) / 비상벨 설치(장애인2 여자9) / 화장실입구 CCTV 설치,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restgu09-0041,Y,삼양동 주민센터,,,강북구,삼양로 268,강북구 미아동 791-350,,KOR,127.018374515,37.627343715,1,#0000FF,,,02-3778-4002,,,,,,,,,시설구분,공공기관,개방시간,09:00 ~ 18:00,화장실 현황,남자: 대변기1 소변기2 / 여자: 대변기1,기타설비,기저귀교환대 설치(여자) / 화장실 입구 CCTV 설치,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restgu09-0040,Y,인수동 주민센터,,,강북구,인수봉로 255,강북구 수유동 527-19,,KOR,127.010593439,37.641483718,1,#0000FF,,,02-3778-4952,,,,,,,,,시설구분,공공기관,개방시간,09:00 ~ 18:00,화장실현황,남자: 대변기1 소변기2 /여자: 대변기1 / 장애인화장실(공용),기타설비,비상벨 설치(장애인2 여자4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restgu09-0039,Y,우이동 주민센터,,,강북구,삼양로139길 49,강북구 수유동 568-100,,KOR,127.012062558,37.648004491,1,#0000FF,,,02-3778-4902,,,,,,,,,시설구분,공공기관,개방시간,09:00 ~ 18:00,화장실 현황,남자: 대변기3 소변기4 / 여자: 대변기4,기타설비,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restgu09-0038,Y,수유3동 주민센터,,,강북구,노해로 36,강북구 수유동 223-8,,KOR,127.023159411,37.638712913,1,#0000FF,,,02-3778-4752,,,,,,,,,시설구분,공공기관,개방시간,09:00 ~ 18:00,화장실 현황,남자: 대변기1 소변기3 / 여자: 대변기3,기타설비,기저귀교환대 설치,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restgu09-0037,Y,수유제2동 주민센터,,,강북구,한천로 1117,강북구 수유동 730-1,,KOR,127.019889466,37.644636066,1,#0000FF,,,02-901-4702,,,,,,,,,시설구분,공공기관,개방시간,09:00 ~ 18:00,화장실 현황,남자: 대변기8 소변기8 / 여자: 대변기8,기타설비,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restgu09-0036,Y,수유1동 주민센터,,,강북구,삼양로 299,강북구 수유동 605-412,,KOR,127.017554173,37.630047904,1,#0000FF,,,02-3778-4452,,,,,,,,,시설구분,공공기관,개방시간,09:00 ~ 18:00,화장실현황,남자: 대변기1 소변기1 / 여자: 대변기2,기타설비,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restgu09-0035,Y,송천동 주민센터,,,강북구,솔샘로 284,강북구 미아동 860-56,,KOR,127.023852549,37.618295994,1,#0000FF,,,02-3778-4153,,,,,,,,,시설구분,공공기관,개방시간,09:00 ~ 18:00,화장실현황,남자: 대변기2 소변기2 / 여자: 대변기2,기타설비,비상벨 설치(장애인1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restgu09-0034,Y,송중동 주민센터,,,강북구,오패산로 162,강북구 미아동 87-141,,KOR,127.033788478,37.616123641,1,#0000FF,,,02-3778-4103,,,,,,,,,시설구분,공공기관,개방시간,09:00 ~ 18:00,화장실현황,남자: 대변기2 소변기3 / 여자: 대변기3,기타설비,비상벨 설치(장애인2 남자1 여자1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restgu09-0033,Y,삼각산동 주민센터,,,강북구,삼양로19길 34,강북구 미아동 813-3,,KOR,127.020674175,37.615143338,1,#0000FF,,,02-3778-4205,,,,,,,,,시설구분,공공기관,개방시간,09:00 ~ 18:00,화장실현황,남자: 대변기1 소변기2 / 여자: 대변기3,기타설비,비상벨 설치(남자1 여자1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restgu09-0032,Y,번3동주민센터,,,강북구,한천로105길 21,강북구 번동 242-3,,KOR,127.046516963,37.625815244,1,#0000FF,,,02-3778-4356,,,,,,,,,시설구분,공공기관,개방시간,09:00 ~ 18:000,화장실현황,1층 남자화장실: 대변기2 소변기3 / 2층 여자화장실: 대변기3,기타설비,비상벨 설치(장애인2 여자4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restgu09-0031,Y,번2동 주민센터,,,강북구,한천로 897,강북구 번동 232,,KOR,127.038506791,37.632458693,1,#0000FF,,,02-3778-4304,,,,,,,,,시설구분,공공기관,개방시간,09:00 ~ 18:00,화장실현황,남자: 대변기2 소변기2 / 여자: 대변기1 / 장애인화장실(남녀구분),기타설비,기저귀교환대(여자),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restgu09-0030,Y,번1동주민센터 화장실,,,강북구,한천로 996,강북구 번동 460-16,,KOR,127.030581873,37.637759425,1,#0000FF,,,02-3778-4252,,,,,,,,,시설구분,공공기관,개방시간,09:00 ~ 18:00,화장실현황,남자: 대변기4 소변기6 / 여자: 대변기4 / 장애인화장실(남녀구분),기타설비,기저귀교환대 설치,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restgu09-0029,Y,송중문화정보도서관,,,강북구,도봉로20나길 6,강북구 미아동 138-11,,KOR,127.029923226,37.618318220,1,#0000FF,,,02-944-3160,,,,,,,,,시설구분,기타,개방시간,07:00~22:00,화장실현황,남자: 대변기2 소변기1 / 여자: 대변기3 / 장애인화장실(남녀구분),기타설비,비상벨 설치(장애인2 남자1 여자1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restgu09-0028,Y,강북청소년문화정보도서관,,,강북구,삼양로54길 68,강북구 미아동 754-60,,KOR,127.021555566,37.623098021,1,#0000FF,,,02-944-3140,,,,,,,,,시설구분,기타,개방시간,06:00~22:00,화장실현황,남자: 대변기2 소변기2 / 여자: 대변기3,기타설비,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restgu09-0027,Y,강북문화정도서관 화장실,정시,,강북구,오현로 145,강북구 번동 147,,KOR,127.036085686,37.625123167,1,#0000FF,,,02-944-3100,,,,,,,,,시설구분,기타,개방시간,06:00~23:00,화장실현황,남자: 대변기4 소변기8 /여자: 대변기5,기타설비,"비상벨 설치(장애인2, 남자1, 여자1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restgu09-0025,Y,삼양파출소,,,강북구,삼양로 239-1,강북구 미아동 867-128,,KOR,127.018184477,37.624830104,1,#0000FF,,,944-4102,,,,,,,,,시설구분,공공기관,개방시간,24시간,화장실현황,남자: 대변기1 소변기1 / 여자: 대변기1(장애인화장실: 남녀구분),기타설비,"유아용세면기1 / 기저귀교환대(남자1, 여자1) / 화장실 입구 CCTV 설치",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restgu09-0024,Y,번3파출소,,,강북구,월계로 227,강북구 번동 242-6,,KOR,127.048129984,37.623625467,1,#0000FF,,,944-4182,,,,,,,,,시설구분,공공기관,개방시간,24시간,화장실현황,남녀공용: 대변기1 소변기1,기타설비,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restgu09-0023,Y,번동파출소,,,강북구,한천로 969,강북구 번동 410-23,,KOR,127.032579545,37.635974200,1,#0000FF,,,944-4173,,,,,,,,,시설구분,공공기관,개방시간,24시간,변기현황,남녀공용: 대변기1 소변기1,기타설비,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restgu09-0022,Y,인수파출소,상시,,강북구,인수봉로 227,강북구 수유동 410-268,,KOR,127.012404291,37.639439888,1,#0000FF,,,,,,,,,,,,시설구분,공공기관,개방시간,24시간,변기현황,남자: 대변기1 소변기1 / 여자: 대변기1(장애인화장실: 남녀구분),기타설비,화장실 입구 CCTV 설치,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restgu09-0021,Y,수유3파출소,상시,,강북구,한천로150길 76,강북구 수유동 166-75,,KOR,127.026583465,37.644334530,1,#0000FF,,,944-4153,,,,,,,,,시설구분,공공기관,개방시간,24시간,변기현황,남녀공용: 대변기1 소변기1,기타설비,화장실 입구 CCTV 설치,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restgu09-0020,Y,수유2파출소,,,강북구,삼각산로 115,강북구 수유동 605-512,,KOR,127.017095448,37.640920761,1,#0000FF,,,944-4142,,,,,,,,,시설구분,공공기관,개방시간,24시간,변기현황,남자: 대변기1 소변기1 / 여자: 대변기1 / 장애인화장실(남녀공용),기타설비,화장실 입구 CCTV 설치,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restgu09-0019,Y,수유1파출소,,,강북구,삼양로 305,강북구 수유동 605-409,,KOR,127.017584052,37.630674478,1,#0000FF,,,944-4132,,,,,,,,,시설구분,공공기관,개방시간,24시간,변기현황,남자: 대변기1 소변기1 / 여자: 대변기1,기타설비,화장실 입구 CCTV 설치,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restgu09-0018,Y,솔샘지구대,,,강북구,오현로 4,강북구 미아동 860-146,,KOR,127.030416876,37.616304955,1,#0000FF,,,944-4123,,,,,,,,,시설구분,공공기관,개방시간,24시간,변기현황,남자: 대변기1 소변기1 / 여자: 대변기1,기타설비,기저귀교환대(여자) 설치 / 화장실 입구 CCTV 설치,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restgu09-0010,Y,백련사입구 공중화장실,상시,,강북구,4.19로20길 19,강북구 수유동 17-5,,KOR,127.004379495,37.644978760,1,#0000FF,,,02-901-6773,,,,,,,,,시설구분,공중화장실,개방시간,24시간,변기현황,남자: 대변기2 소변기2 / 여자: 대변기 3 / 장애인화장실(남녀구분),기타설비,여자화장실 비상벨 설치,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restgu09-0009,Y,교보생명 개방화장실,,,강북구,도봉로 348,강북구 번동 418-30,,KOR,127.026544018,37.638317000,1,#0000FF,,,-,,,,,,,,,시설구분,개방화장실,개방시간,07:00 ~ 22:00,변기현황,남자: 대변기3 소변기3 / 여자: 대변기3,기타시설,화장실 입구 CCTV 설치,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restgu09-0008,Y,코스타타워 개방화장실,,,강북구,도봉로 358,강북구 번동 418-8,,KOR,127.027477041,37.639135123,1,#0000FF,,,02-997-6417,,,,,,,,,시설구분,개방화장실,개방시간,07:00 ~ 22:00,변기현황,"남자: 대변기3, 소변기3 / 여자: 대변기4",기타설비,화장실 입구 CCTV설치,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restgu09-0007,Y,가든타워 개방화장실,정시,,강북구,도봉로 328,강북구 번동 446-13,,KOR,127.025191510,37.637127857,1,#0000FF,,,991-6179,,,,,,,,,시설구분,개방화장실,개방시간,08:00 ~ 18:00,변기현황,"남자: 대변기2, 소변기3 / 여자: 대변기2",기타설비,화장실 입구 CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restgu09-0006,Y,삼성화재 개방화장실,정시,,강북구,도봉로 314,강북구 번동 446-8,,KOR,127.024170365,37.636116410,1,#0000FF,,,02-2126-1117,,,,,,,,,시설구분,개방화장실,개방시간,07:00 ~ 23:30,변기현황,"남자: 대변기3, 소변기3 / 여자: 대변기3 / 장애인화장실 있음(남녀공용)",기타설비,화장실 입구 CCTV 설치,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restgu09-0005,Y,수유프라자 개방화장실,정시,,강북구,도봉로 261,강북구 수유동 63,,KOR,127.023466124,37.631692062,1,#0000FF,,,993-0240,,,,,,,,,시설구분,개방화장실,개방시간,09:00 ~ 21:00,변기현황,"남자: 대변기3, 소변기3 / 여자: 대변기5 / 장애인화장실(남녀구분)",기타시설,"유아용세면기 설치, 기저귀교환대 설치, 비상벨설치(남1, 여5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restgu09-0004,Y,강북메디컬센터 개방화장실,정시,,강북구,도봉로 190,강북구 미아동 121-26,,KOR,127.026752865,37.625854528,1,#0000FF,,,981-9513,,,,,,,,,시설구분,개방화장실,개방시간,09:00 ~ 19:30,변기현황,"남자: 대변기1, 소변기2 / 여자: 대변기2",기타설비,화장실 입구 CCTV 설치,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restgu09-0003,Y,우이시장 개방화장실,상시,,강북구,노해로23길 68,강북구 수유동 270-184,,KOR,127.020009547,37.646027498,1,#0000FF,,,02-992-7454,,,,,,,,,시설구분,개방화장실,개방시간,24시,변기현황,"남녀공용: 대변기3(재래식2, 서양식1), 소변기2",기타시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restgu09-0002,Y,수유중앙시장 개방화장실,정시,,강북구,노해로17길 21,강북구 수유동 32-2,,KOR,127.021176244,37.640336474,1,#0000FF,,,902-1353,,,,,,,,,시설구분,개방화장실,개방시간,08:00 ~ 23:00,변기현황,"남자: 대변기2, 소변기2 / 여자: 대변기4 / 장애인화장실(남녀구분)",기타설비,"유아용대변기1, 화장실 입구 CCTV 설치",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restgu09-0001,Y,번동북부시장 개방화장실,정시,,강북구,한천로123길 26,강북구 번동 413-3,,KOR,127.030346891,37.636301746,1,#0000FF,,,02-902-1683,,,,,,,,,시설구분,개방화장실,개방시간,10:00 ~ 22:00,변기현황,남자: 대변기1 소변기2 / 여자: 대변기3,기타설비,"여자화장실 기저귀교환대, 비상벨 설치",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restgu08_141,Y,롯데리아 성신여대점,상시,,성북구,동소문로 117,성북구 동선동4가 105,,KOR,127.017709602,37.593691296,1,#0000FF,L,4,02-2241-2240,,,,,,,,,유형,민간개방,개방시간,상시,소재지용도,빌딩,장애인화장실,,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:성북구청 청소행정과,02-2241-4420,,
restgu08_0142,Y,성신여대점 피자헛,정시,,성북구,동소문로20나길 22,성북구 동선동1가 85-80,,KOR,127.017898770,37.592224571,1,#0000FF,,,02-926-9233,,,,,,,,,유형,민간개방,개방시간,정시(11시~23시),소재지용도,상가,장애인화장실,,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의 : 성북구청 청소행정과,02-901-6778,,
restgu08_0134,Y,의릉관리사무소,상시,,성북구,화랑로32길 146-37,성북구 석관동,,KOR,127.057697078,37.605484367,1,#0000FF,L,4,02-964-0579,,,,,,,,,유형,민간개방1,개방시간,상시(연중 개방),소재지 용도,빌딩,장애인화장실,"남1,여1",편의시설,"손건조기, 기저귀교환대",,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:성북구청 청소행정과,02-2241-4420,,
restgu08_0133,Y,석관동 우체국,상시,,성북구,화랑로 203,성북구 장위동 65-176,,KOR,127.052408068,37.608760501,1,#0000FF,L,0,02-915-6800,,,,,,,,,유형,민간개방,개방시간,상시(연중 개방),소재지 용도,빌딩,장애인화장실,공용1,편의시설,손건조기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:성북구청 청소행정과,02-2241-4420,,
restgu08_0132,Y,온누리병원,상시,,성북구,화랑로 271,성북구 장위동 50-50,,KOR,127.058714419,37.612206231,1,#0000FF,L,0,02-191-2700,,,,,,,,,유형,민간개방,개방시간,상시(연중 개방),소재지 용도,병원,장애인화장실,"남1,여1",편의시설,손건조기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:성북구청 청소행정과,02-2241-4420,,
restgu08_0130,Y,정평빌딩,상시,,성북구,화랑로 103,성북구 하월곡동 17-1,,KOR,127.043043928,37.603717528,1,#0000FF,L,4,02-915-6800,,,,,,,,,유형,민간개방1,개방시간,상시(연중 개방),소재지 용도,빌딩,장애인화장실,,편의시설,손건조기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:성북구청 청소행정과,02-2241-4420,,
restgu08_0129,Y,제일빌딩,상시,,성북구,오패산로 49,성북구 하월곡동 70-202,,KOR,127.036418005,37.606389431,1,#0000FF,L,4,02-943-0047,,,,,,,,,유형,민간개방1,개방시간,상시(연중 개방),소재지 용도,빌딩,장애인화장실,,편의시설,손건조기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:성북구청 청소행정과,02-2241-4420,,
restgu08_0127,Y,성가복지병원,상시,,성북구,종암로 191,성북구 하월곡동 88-526,,KOR,127.030664725,37.606921178,1,#0000FF,L,0,02-940-1500,,,,,,,,,유형,민간개방,개방시간,상시(연중 개방),소재지 용도,병원,장애인화장실,,편의시설,손건조기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:성북구청 청소행정과,02-2241-4420,,
restgu08_0126,Y,성북중앙병원신관동,상시,,성북구,종암로 72,성북구 종암동 10-27,,KOR,127.035677609,37.597109999,1,#0000FF,L,0,02-919-1866,,,,,,,,,유형,민간개방,개방시간,상시(연중 개방),소재지 용도,병원,장애인화장실,,편의시설,손건조기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:성북구청 청소행정과,02-2241-4420,,
restgu08_0125,Y,석탑빌딩,상시,,성북구,안암로 53,성북구 안암동5가 133-6,,KOR,127.027672177,37.581737318,1,#0000FF,L,4,02-3290-7891,,,,,,,,,유형,민간개방1,개방시간,상시(연중 개방),소재지 용도,빌딩,장애인화장실,,편의시설,"손건조기, 기저귀교환대",,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:성북구청 청소행정과,02-2241-4420,,
restgu08_0124,Y,우신향병원 구관동,상시,,성북구,안암로 99,성북구 안암동5가 86-121,,KOR,127.031059206,37.584973877,1,#0000FF,L,0,02-926-7505,,,,,,,,,유형,민간개방,개방시간,상시(연중 개방),소재지 용도,병원,장애인화장실,,편의시설,"손건조기, 기저귀교환대",,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:성북구청 청소행정과,02-2241-4420,,
restgu08_0123,Y,기린빌딩,상시,,성북구,삼양로 22,성북구 길음동 1081,,KOR,127.024864484,37.605373666,1,#0000FF,L,4,02-989-8186,,,,,,,,,유형,민간개방1,개방시간,상시(연중 개방),소재지 용도,빌딩,장애인화장실,,편의시설,손건조기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:성북구청 청소행정과,02-2241-4420,,
restgu08_0122,Y,금영빌딩,상시,,성북구,보국문로 10(정릉동),성북구 정릉동 414-10,,KOR,127.011636597,37.605532108,1,#0000FF,L,4,011-283-4027,,,,,,,,,유형,민간개방1,개방시간,상시(연중 개방),소재지 용도,빌딩,장애인화장실,,편의시설,손건조기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:성북구청 청소행정과,02-2241-4420,,
restgu08_0121,Y,청수프라자,상시,,성북구,보국문로 50,성북구 정릉동 401-46,,KOR,127.010068069,37.608859392,1,#0000FF,L,0,011-9964-3234,,,,,,,,,유형,민간개방,개방시간,상시(연중 개방),소재지 용도,빌딩,장애인화장실,"남1,여1",편의시설,"손건조기, 비상벨, 기저귀교환대",,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:성북구청 청소행정과,02-2241-4420,,
restgu08_0120,Y,정릉빌딩,상시,,성북구,정릉로 250,성북구 정릉동 465-1,,KOR,127.011352305,37.604263430,1,#0000FF,L,4,02-914-2045,,,,,,,,,유형,민간개방1,개방시간,상시(연중 개방),소재지 용도,빌딩,장애인화장실,,편의시설,손건조기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:성북구청 청소행정과,02-2241-4420,,
restgu08_0118,Y,성심빌딩,상시,,성북구,북안산로 918,성북구 돈암동 30-11,,KOR,127.021599100,37.600278914,1,#0000ff,L,4,02-924-5101,,,,,,,,,유형,민간개방1,개방시간,상시(연중 개방),소재지 용도,빌딩,장애인화장실,,편의시설,손건조기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:성북구청 청소행정과,02-2241-4420,,
restgu08_0117,Y,서광빌딩,상시,,성북구,보문로 35,성북구 보문동7가 118,,KOR,127.022613030,37.578683529,1,#0000FF,L,4,02-2241-4420,,,,,,,,,유형,민간개방1,개방시간,상시(연중 개방),소재지 용도,빌딩,장애인화장실,,편의시설,손건조기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:성북구청 청소행정과,02-2241-4420,,
restgu08_0116,Y,노동사목빌딩,상시,,성북구,보문로 95,성북구 보문동5가 15-2,,KOR,127.019918351,37.583735572,1,#0000FF,L,4,02-924-6251,,,,,,,,,유형,민간개방1,개방시간,상시(연중 개방),소재지 용도,빌딩,장애인화장실,,편의시설,손건조기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:성북구청 청소행정과,02-2241-4420,,
restgu08_0114,Y,석관동 주민센터,정시,,성북구,화랑로 296,성북구 석관동 384-3,,KOR,127.061404952,37.612965862,1,#0000FF,L,4,02-957-4011,,,,,,,,,유형,공공개방,개방시간,상시(연중 개방),소재지 용도,공공청사,장애인화장실,,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:성북구청 청소행정과,02-2241-4420,,
restgu08_0113,Y,장위3동 주민센터,정시,,성북구,한천로 657,성북구 장위동 117-5,,KOR,127.056597774,37.616554284,1,#0000FF,L,0,02-941-4260,,,,,,,,,유형,공공개방,개방시간,정시(09:00 ~ 18:00),소재지 용도,공공청사,장애인화장실,,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:성북구청 청소행정과,02-2241-4420,,
restgu08_0112,Y,장위2동 주민센터,정시,,성북구,돌곶이로27길 12,성북구 장위동 69-54,,KOR,127.054479627,37.612383092,1,#0000FF,L,0,02-942-0672,,,,,,,,,유형,공공개방,개방시간,정시(09:00 ~ 18:00),소재지 용도,공공청사,장애인화장실,공용1,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:성북구청 청소행정과,02-2241-4420,,
restgu08_0111,Y,장위1동 주민센터,정시,,성북구,장위로 61,성북구 장위동 225-100,,KOR,127.043649729,37.614062167,1,#0000FF,L,0,02-941-4761,,,,,,,,,유형,공공개방,개방시간,정시(09:00 ~ 18:00),소재지 용도,공공청사,장애인화장실,"별도 장애인실(남,여)",편의시설,손건조기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:성북구청 청소행정과,02-2241-4420,,
restgu08_0110,Y,월곡2동 주민센터,정시,,성북구,화랑로 152,성북구 상월곡동 97-22,,KOR,127.047853461,37.605772494,1,#0000FF,L,0,02-957-2901,,,,,,,,,유형,공공개방,개방시간,정시(09:00 ~ 18:00),소재지 용도,공공청사,장애인화장실,"남1,여1",편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:성북구청 청소행정과,02-2241-4420,,
restgu08_0109,Y,월곡1동 주민센터,정시,,성북구,오패산로 96,성북구 하월곡동 225-7,,KOR,127.035743985,37.610530102,1,#0000FF,L,0,02-941-4671,,,,,,,,,유형,공공개방,개방시간,정시(09:00 ~ 18:00),소재지 용도,공공청사,장애인화장실,"남1,여1",편의시설,손건조기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:성북구청 청소행정과,02-2241-4420,,
restgu08_0108,Y,종암동 주민센터,정시,,성북구,종암로 98-8,성북구 종암동 16-25,,KOR,127.035205332,37.599027626,1,#0000FF,L,0,02-926-3084,,,,,,,,,유형,공공개방,개방시간,정시(09:00 ~ 18:00),소재지 용도,공공청사,장애인화장실,"남1,여1",편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:성북구청 청소행정과,02-2241-4420,,
restgu08_0107,Y,길음2동 주민센터,정시,,성북구,삼양로2길 70,성북구 길음동 1064-1,,KOR,127.027276677,37.606687367,1,#0000FF,L,0,02-985-5742,,,,,,,,,유형,공공개방,개방시간,정시(09:00 ~ 18:00),소재지 용도,공공청사,장애인화장실,공용1,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:성북구청 청소행정과,02-2241-4420,,
restgu08_0105,Y,길음1동 주민센터,정시,,성북구,길음로 92,성북구 길음동 1281-7,,KOR,127.019438153,37.610480821,1,#0000FF,L,0,02-919-6560,,,,,,,,,유형,공공개방,개방시간,정시(09:00 ~ 18:00),소재지 용도,공공청사,장애인화장실,"남3,여3",편의시설,손건조기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:성북구청 청소행정과,02-2241-4420,,
restgu08_0104,Y,정릉4동 주민센터,정시,,성북구,보국문로 106-1,성북구 정릉동 293-6,,KOR,127.006985852,37.613371227,1,#0000FF,L,0,02-919-8205,,,,,,,,,유형,공공개방,개방시간,정시(09:00 ~ 18:00),소재지 용도,공공청사,장애인화장실,"남1,여1",편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:성북구청 청소행정과,02-2241-4420,,
restgu08_0103,Y,정릉3동 주민센터,정시,,성북구,솔샘로1길 6-3,성북구 정릉동 673-3,,KOR,127.004159799,37.608949262,1,#0000FF,L,0,02-941-2651,,,,,,,,,유형,공공개방,개방시간,정시(09:00 ~ 18:00),소재지 용도,공공청사,장애인화장실,공용2,편의시설,손건조기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:성북구청 청소행정과,02-2241-4420,,
restgu08_0102,Y,정릉2동 주민센터,정시,,성북구,정릉로26길 1,성북구 정릉동 966-125,,KOR,127.011121221,37.604459769,1,#0000FF,L,0,02-920-3517,,,,,,,,,유형,공공개방,개방시간,정시(09:00 ~ 18:00),소재지 용도,공공청사,장애인화장실,"남1,여1",편의시설,손건조기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:성북구청 청소행정과,02-2241-4420,,
restgu08_0101,Y,커뮤니티센터,정시,,성북구,정릉로38가길 6,성북구 정릉동 16-182,,KOR,127.018358300,37.601999100,1,#0000ff,L,0,02-909-5295,,,,,,,,,유형,공공개방,개방시간,상시(연중 개방),소재지 용도,공용시설,장애인화장실,,편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:성북구청 청소행정과,02-2241-4420,,
