구분,화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치연월,위도,경도,화장실소유구분,화장실설치장소유형,오물처리방식,비상벨설치여부,비상벨설치장소,화장실여부,설치여부,기저귀교환대장소,리모델링연월,데이터기준일자
공중화장실,골드밸리 제5근린공원 화장실,경기도 김포시 양촌읍 황금로48번길 87,경기도 김포시 양촌읍 학운리 3152,N,2,1,0,0,0,0,3,0,0,김포시 클린도시사업소 공원관리과,031-980-2841,24시간,,37.6219325340,126.6297836558,N,N,N,N,N,N,N,N,,2022-04-07
공중화장실,학운 2산단 패키지공원 화장실,경기도 김포시 양촌읍 학운산단1로 30,경기도 김포시 양촌읍 학운리 3317,N,2,1,1,1,0,0,2,1,1,김포시 클린도시사업소 공원관리과,031-980-2842,24시간,,37.6043067546,126.5873696687,N,N,N,N,N,N,N,N,,2022-04-07
공중화장실,솔내공원,경기도 김포시 김포한강1로 29,경기도 김포시 장기동 1641,N,1,1,1,1,1,1,7,1,1,김포시 클린도시사업소 공원관리과,031-980-2844,24시간,,37.6413761961,126.6662808948,N,N,N,N,N,N,N,N,,2022-04-07
공중화장실,풍경공원,경기도 김포시 김포한강2로 121,경기도 김포시 장기동 1653,N,1,1,1,1,1,1,4,1,1,김포시 클린도시사업소 공원관리과,031-980-2845,24시간,,37.6397636483,126.6702319326,N,N,N,N,N,N,N,N,,2022-04-07
공중화장실,주제공원1호(호수공원-1),,경기도 김포시 마산동 617-2,N,3,3,1,0,1,0,4,1,1,김포시 클린도시사업소 공원관리과,031-980-2847,24시간,,37.6480880433,126.6370393864,N,N,N,N,N,N,N,N,,2022-04-07
공중화장실,주제공원2호(은여울공원),경기도 김포시 김포한강8로 97,경기도 김포시 마산동 673-1,N,3,3,1,0,1,0,6,1,1,김포시 클린도시사업소 공원관리과,031-980-2848,24시간,,37.6338776133,126.6387337705,N,N,N,N,N,N,N,N,,2022-04-07
공중화장실,풍무동행정복지센터,경기도 김포시 풍무로 74,경기도 김포시 풍무동 804,N,7,8,1,1,0,0,13,1,0,풍무동,031-5186-3652,9-18시간,2022-05,37.6021437467,126.7220367290,N,N,N,N,N,N,N,N,,2022-04-07
공중화장실,파르코스 테니스장,,경기도 김포시 고촌읍 신곡리 444-6,N,1,2,0,0,0,0,2,0,0,김포시청,031-980-2586,24시간,2022-01,37.6083350083,126.7672390531,N,N,N,N,N,N,N,N,,2022-04-07
공중화장실,금릉정,,경기도 김포시 걸포동 1553,N,3,3,1,0,0,0,3,0,0,김포시청,031-980-2586,11시간,2022-01,37.6367319426,126.7077808442,N,N,N,N,N,N,N,N,,2022-04-07
공중화장실,학운체육공원,,경기도 김포시 양촌읍 학운리 3376,N,2,2,1,0,0,0,3,0,0,김포시청,031-980-2586,24시간,2022-01,37.6020466754,126.5825954975,N,N,N,N,N,N,N,N,,2022-04-07
공중화장실,서암체육공원,,경기도 김포시 통진읍 서암리 151-4,N,2,7,6,0,0,0,9,3,0,김포시청,031-980-2586,24시간,2022-01,37.7044545200,126.5959216779,N,N,N,N,N,N,N,N,,2022-04-07
공중화장실,청송게이트볼장화장실,경기도 김포시 김포한강4로 168,경기도 김포시 장기동 1868-10,N,3,3,0,0,0,0,6,0,0,김포시청,031-980-2586,24시간,2022-01,37.6473166837,126.6638453762,N,N,N,N,N,N,N,N,,2022-04-07
공중화장실,고촌전호배드민턴야구장화장실,,,N,1,2,0,0,0,0,1,0,0,김포시청,031-980-2586,24시간,2022-01,,,N,N,N,N,N,N,N,N,,2022-04-07
이동화장실,초원약수터화장실,경기도 김포시 감정로19번길 106,경기도 김포시 감정동 598-20,N,2,1,0,0,0,0,2,0,0,김포시청,031-980-2252,24시간,2022-01,37.6206518195,126.7050279972,N,N,N,N,N,N,N,N,,2022-04-07
공중화장실,포내공중화장실,경기도 김포시 월곶면 김포대로 2857-41,경기도 김포시 월곶면 포내리 168-7,N,1,3,0,1,0,0,5,1,0,김포시청,031-980-2252,24시간,1994-01,37.7176955011,126.5357397725,N,N,N,N,N,N,N,N,,2022-04-07
개방화장실,통진문화회관,경기도 김포시 통진읍 김포대로 2110-30,경기도 김포시 통진읍 도사리 434-6,N,3,2,1,0,0,0,3,1,0,통진문화회관 관리인,031-997-5161,12,,37.6855711439,126.6088191384,N,N,N,N,N,N,N,N,,2022-04-07
개방화장실,김포파주인삼농협인삼유통센터,경기도 김포시 대곶면 대명항로 518,경기도 김포시 대곶면 대명리 391,N,3,4,0,0,0,0,4,0,0,관리인,031-996-0022,9,,37.6465378782,126.5637744895,N,N,N,N,N,N,N,N,,2022-04-07
개방화장실,신한프라자,경기도 김포시 김포한강4로 113,경기도 김포시 장기동 1610,N,2,3,0,0,0,0,5,1,0,신한프라자 관리인,031-998-8223,24,,37.6439325991,126.6683606272,N,N,N,N,N,N,N,N,,2022-04-07
개방화장실,케이탑리츠김포빌딩,경기도 김포시 걸포로 6,경기도 김포시 걸포동 1574-3,N,2,1,1,0,0,0,3,1,0,케이탑리츠 관리인,,24,,37.6322216098,126.7072280688,N,N,N,N,N,N,N,N,,2022-04-07
개방화장실,미산빌딩,경기도 김포시 풍무로 112,경기도 김포시 풍무동 109-1,N,2,2,0,1,0,0,3,0,0,미산빌딩 관리인,031-985-3129,16,,37.6055191899,126.7227153129,N,N,N,N,N,N,N,N,,2022-04-07
개방화장실,슈퍼스타타워화장실,경기도 김포시 김포한강4로420번길 88,경기도 김포시 구래동 6874-23,N,3,3,1,0,0,0,4,1,0,슈퍼스타타워 관리인,,24시간,,37.6506554439,126.6331667826,N,N,N,N,N,N,N,N,,2022-04-07
개방화장실,라베니체4차 화장실,경기도 김포시 김포한강4로 8,경기도 김포시 장기동 2029-9,N,3,3,0,0,0,0,7,0,0,라베니체4차 관리인,,24시간,,37.6394975721,126.6785769405,N,N,N,N,N,N,N,N,,2022-04-07
공중화장실,풍년근린공원 화장실,경기도 김포시 김포대로926번길 113,경기도 김포시 북변동 831,N,2,2,1,1,1,0,4,1,1,김포시 클린도시사업소 공원관리과,031-980-2832,24시간,,37.6242743829,126.7197663719,N,N,N,N,N,N,N,N,,2022-04-07
공중화장실,신곡노을공원 화장실,,경기도 김포시 고촌읍 신곡리 1106,N,1,3,1,1,1,0,4,1,1,김포시 클린도시사업소 공원관리과,031-980-2832,24시간,,37.6041342537,126.7726905587,N,N,N,N,N,N,N,N,,2022-04-07
공중화장실,마송 제2근린공원 화장실,경기도 김포시 통진읍 마송공원길 50,경기도 김포시 통진읍 마송리 525,N,1,3,1,1,1,0,6,1,1,김포시 클린도시사업소 공원관리과,031-980-2835,24시간,,37.6871230567,126.5983663907,N,N,N,N,N,N,N,N,,2022-04-07
공중화장실,골드밸리 제1근린공원 화장실,경기도 김포시 양촌읍 황금2로 12,경기도 김포시 양촌읍 학운리 2963,N,1,2,0,0,0,0,3,0,0,김포시 클린도시사업소 공원관리과,031-980-2838,24시간,,37.6139500763,126.6180817583,N,N,N,N,N,N,N,N,,2022-04-07
공중화장실,골드밸리 제4근린공원 화장실,경기도 김포시 양촌읍 황금로23번길 245,경기도 김포시 양촌읍 학운리 3085,N,2,3,0,0,0,0,7,0,1,김포시 클린도시사업소 공원관리과,031-980-2840,24시간,,37.6116081132,126.6231172899,N,N,N,N,N,N,N,N,,2022-04-07
공중화장실,고촌 제1근린공원 화장실,,경기도 김포시 고촌읍 신곡리 1281,N,1,2,1,1,0,1,3,1,0,김포시 클린도시사업소 공원관리과,031-980-2843,24시간,,37.6072456922,126.7722368112,N,N,N,N,N,N,N,N,,2022-04-07
공중화장실,주제공원5호(모담공원),,경기도 김포시 운양동 1325-1,N,3,3,1,0,1,0,6,1,1,김포시 클린도시사업소 공원관리과,031-980-2846,24시간,,37.6476230583,126.6792356019,N,N,N,N,N,N,N,N,,2022-04-07
공중화장실,북변공중화장실,경기도 김포시 김포대로 949,경기도 김포시 북변동 380-44,N,3,4,1,0,0,0,8,1,0,김포시청,031-980-2252,24시간,,37.6266112209,126.7119905984,N,N,N,N,N,N,N,N,,2022-04-07
공중화장실,통진공중화장실,경기도 김포시 통진읍 서암로 98,경기도 김포시 통진읍 서암리 756-8,N,3,3,1,1,0,0,8,1,0,김포시청,031-980-2252,24시간,2022-01,37.6936638700,126.6003742078,N,N,N,N,N,N,N,N,,2022-04-07
공중화장실,새광명주유소,,,N,1,2,0,0,0,0,1,0,0,새광명주유소,02-2616-3161,:~:,1995-09,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,패밀리주유소,,,N,2,2,0,0,0,0,2,0,0,패밀리주유소,02-899-5104,:~:,1995-07,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,극동실업가스충전소,,,N,2,2,0,0,0,0,1,0,0,극동실업가스충전소,02-898-1212,:~:,2022-12,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,삼성주유소,,,N,1,2,0,0,0,0,1,0,0,삼성주유소,02-898-4454,:~:,1996-08,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,영진주유소,,,N,2,2,0,0,0,0,2,0,0,영진주유소,02-898-0052,:~:,1995-04,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,행운주유소,,,Y,0,0,0,0,0,0,0,0,0,행운주유소,02-2619-0700,:~:,2022-05,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,철산1동행정복지센터 화장실,,,N,1,1,0,0,0,0,1,1,0,철산1동행정복지센터,02-2680-6608,09:00~18:00,1986-12,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,광명국민체육센터,,,N,6,6,3,0,0,0,10,3,0,광명도시공사,02-2610-7360,06:00~22:00,2022-07,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,학온동 주민센터,,,N,6,8,1,1,0,0,12,1,0,학온동 주민센터,02-2680-6618,07:00~20:00,2000-01,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,소하2동 행정복지센터,,,N,1,2,1,0,1,1,3,1,1,소하2동 행정복지센터,02-2680-6617,09:00~18:00,2022-01,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,한내근린공원1,,,N,3,4,1,0,0,0,6,1,0,공원녹지과,02-2680-6462,00:00~00:00,2000-01,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,한내근린공원2,,,N,1,1,0,0,0,0,1,1,0,공원녹지과,02-2680-6462,00:00~00:00,2000-01,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,소하저류지 수세식 화장실,,,N,1,1,0,0,0,0,2,0,0,공원녹지과,02-2680-2336,00:00~00:00,2000-01,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,영당말근린공원,,,N,4,3,1,0,0,0,6,1,0,공원녹지과,02-2680-6462,00:00~00:00,2022-01,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,안양천 공중화장실,,,N,1,2,1,0,0,0,2,1,0,하수과,02-2680-2985,00:00~00:00,2022-07,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,소하근린공원,,,N,1,3,1,0,0,0,3,1,0,공원녹지과,02-2680-6462,00:00~00:00,2000-01,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,개운어린이공원,,,N,1,1,1,0,1,0,2,1,1,공원녹지과,02-2680-6298,00:00~00:00,2000-01,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,하안노인종합복지관,,,N,3,7,3,1,0,0,10,3,0,노인복지과,02-898-8830,09:00~18:00,1991-01,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,소하노인종합복지관/소하1동주민센터,,,N,13,18,6,0,0,0,31,6,0,노인복지과,02-2625-9300,09:00~18:00,2022-06,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,이마트,,,N,2,4,0,1,0,1,5,0,0,이마트,02-6918-1234,:~:,2022-12,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,소하도서관,,,N,8,8,4,4,1,1,16,4,4,소하도서관,02-2680-0900,07:00~23:00,2022-05,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,광명청소년수련관,,,N,14,14,5,5,5,0,32,5,6,광명청소년수련관,02-6673-8113,09:00~22:00,2022-06,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,광명시청,,,N,8,8,2,1,0,0,16,3,0,회계과,02-2680-2263,00:00~00:00,1986-01,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,광명시민회관,,,N,0,2,1,0,0,0,1,1,0,광명 시민회관,02-2680-2562,09:00~18:00,1990-01,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,철산2동 행정복지센터,,,N,2,3,0,1,0,0,4,1,0,철산2동 행정복지센터,02-2680-6610,06:00~21:00,1985-09,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,광덕산근린공원(공사중),,,N,1,2,0,0,0,0,2,0,0,공원녹지과,02-2680-6462,00:00~00:00,2000-01,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,in-n-out주유소,,,N,1,2,0,0,0,0,2,0,0,in-n-out주유소,02-3666-5151,:~:,2022-05,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,하안2동 주민센터(임시청사 사용),,,N,1,3,0,0,0,0,3,1,0,하안2동 주민센터,02-2680-6613,09:00~18:00,1991-10,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
개방화장실,하안중앙상가,,,N,2,2,0,0,0,0,2,0,0,상가조합,000-0000-0000,05:00~22:00,1990-07,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,하안4동주민센터 화장실,,,N,3,3,1,1,0,0,2,1,0,하안4동주민센터,02-2680-6615,06:00~20:00,1996-09,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,광명골프연습장,,,N,10,12,0,0,0,0,10,0,0,광명도시공사,02-2610-7300,05:30~22:30,1990-09,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,시립철산종합사회복지관,,,N,2,2,1,0,0,0,2,1,0,복지정책과,02-2617-0410,09:00~18:00,1986-12,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,시립광명종합사회복지관,,,N,2,4,0,0,0,0,5,0,0,복지정책과,02-2687-2921,06:00~22:00,2022-11,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,헵시바LPG 충전소,,,N,2,1,0,0,0,0,1,0,0,헵시바LPG 충전소,02-2615-5151,:~:,2022-09,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,KTX주유소,,,N,2,2,0,0,0,0,2,0,0,KTX주유소,02-899-3020,:~:,2022-04,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,덕안주유소,,,N,1,2,0,0,0,0,2,0,0,덕안주유소,02-898-2365,:~:,2022-06,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,오리서원(구.오리이원익기념관),,,N,2,6,1,1,0,0,4,1,0,오리이원익기념관,02-898-6306,09:00~18:00,2022-01,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,광명효요양병원,,,N,1,2,0,0,0,0,2,0,0,광명효요양병원,02-834-8080,:~:,1992-03,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,소하동우체국,,,N,0,1,1,0,0,0,0,1,0,소하동우체국,02-897-3026,09:00~18:00,2022-12,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,갑종주유소,,,N,2,2,0,0,0,0,2,0,0,갑종주유소,02-899-0054,:~:,1994-12,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,도돌이주유소,,,N,1,2,0,0,0,0,2,0,0,도돌이주유소,02-899-8804,:~:,2022-05,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,CL타워(광명새움병원),,,N,6,6,0,0,0,0,9,0,0,광명새움병원,1661-6888,:~:,2022-04,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,구름산주유소,,,N,1,2,0,0,0,0,2,0,0,구름산주유소,02-894-6565,:~:,2022-06,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,하안단지주유소,,,N,1,2,0,0,0,0,1,0,0,하안단지주유소,02-899-5202,:~:,2022-05,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,광명시 보건소,,,N,1,3,1,0,0,0,2,1,0,보건소,02-2680-5501,09:00~18:00,2022-08,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,차량등록사업소,,,N,3,3,1,1,0,0,3,1,0,차량등록사업소,02-2680-2135,09:00~18:30,2000-01,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,"시민체육관(본관 외부화장실, 인공암벽장 외부 화장실, 가림산 둘레길 화장실)",,,N,5,8,0,2,0,0,10,0,0,시민체육관,02-2680-6969,00:00~00:00,2022-01,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,뒷골녹지,,,N,1,1,0,0,0,0,2,0,0,공원녹지과,02-2680-2336,00:00~00:00,2000-01,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,광명동굴,,,N,18,28,4,3,5,0,52,4,6,광명도시공사,02-2680-6651,00:00~00:00,1991-01,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,성용주유소,,,Y,1,2,0,0,0,0,0,0,0,성용주유소,02-2683-2820,:~:,1995-04,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,한일주유소,,,Y,1,0,0,0,0,0,0,0,0,한일주유소,02-2616-6626,:~:,2022-12,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,광명자원회수시설,,,N,2,2,0,0,0,0,4,0,0,광명자원회수시설,02-2612-8670,09:00~18:00,2022-07,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,철산동우체국,,,Y,0,0,0,0,0,0,0,0,0,철산동우체국,02-899-0006,09:00~18:00,1983-11,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,목감천 공중화장실,,,N,2,2,0,0,0,0,3,0,0,하수과,02-2680-2985,00:00~00:00,2022-07,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,신나는어린이공원,,,N,1,1,0,0,0,0,2,0,0,공원녹지과,02-2680-6298,00:00~00:00,2022-10,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,우리또래어린이공원,,,N,1,1,0,0,0,0,2,0,0,공원녹지과,02-2680-6298,00:00~00:00,2022-09,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,꿈동산어린이공원,,,N,1,1,0,0,0,0,2,0,0,공원녹지과,02-2680-6298,00:00~00:00,2022-05,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,우리어린이공원,,,N,1,2,0,0,0,0,2,0,0,공원녹지과,02-2680-6298,00:00~00:00,2022-10,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,도덕산 향군회관(광7 숲길),,,N,1,0,0,0,0,0,1,0,0,공원녹지과,02-2680-6469,00:00~00:00,2000-01,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,돌산배드민턴장(숲길),,,N,1,1,0,0,0,0,2,0,0,공원녹지과,02-2680-6469,00:00~00:00,2000-01,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,도덕산공원쉼터,,,N,1,3,1,0,0,0,3,1,0,공원녹지과,02-2680-6462,00:00~00:00,2000-01,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,경원주유소,,,N,2,4,0,0,0,0,2,0,0,경원주유소,02-2060-5177,:~:,1994-12,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,가학충전소,,,N,1,2,0,0,0,0,2,0,0,가학충전소,02-2615-6697,:~:,2022-11,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,고속철주유소,,,N,2,1,0,0,0,0,1,0,0,고속철주유소,02-2617-9767,:~:,1995-05,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,장미셀프주유소,,,N,1,2,0,0,0,0,1,0,0,장미셀프주유소,02-2617-5260,:~:,1995-05,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,대복주유소,,,N,2,2,0,0,0,0,1,0,0,대복주유소,02-2611-5240,:~:,1994-12,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,벌말self주유소,,,N,2,2,0,0,0,1,1,0,0,벌말self주유소,02-2689-0924,:~:,1995-05,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,광명나들목주유소,,,N,2,1,0,0,0,0,2,0,0,광명나목목주유소,02-2684-0218,:~:,1996-01,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,광명IC사거리주유소,,,N,1,2,0,0,0,0,1,0,0,광명IC사거리주유소,02-2685-6362,:~:,1995-09,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,통일주유소,,,N,1,2,0,0,0,0,1,0,0,통일주유소,02-2611-4901,:~:,1995-05,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,학온self주유소,,,N,1,2,0,0,0,0,1,0,0,학온self주유소,02-2681-8781,:~:,1995-03,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,광명충전소,,,N,1,2,0,0,0,0,2,0,0,광명충전소,02-2613-4904,:~:,2022-10,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,광일주유소,,,N,2,2,0,0,0,0,2,0,0,광일주유소,02-2617-5151,:~:,1994-12,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,"광명스피돔(1층, 옥외화장실)",,,N,4,6,1,0,0,0,6,1,0,국민체육진흥공단,02-2067-5000,00:00~00:00,2022-02,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,경륜장주유소,,,N,1,2,0,0,0,0,1,0,0,경륜장 주유소,02-2617-5189,:~:,1996-10,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,(주)푸른주유소,,,N,2,2,0,0,0,0,1,0,0,(주)푸른주유소,02-2625-1320,:~:,1997-04,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,광명교육지원청,,,N,2,2,2,0,0,0,4,1,0,광명교육지원청,02-2610-0523,09:00~18:00,1983-12,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
개방화장실,새마을전통시장2,,,N,1,1,0,0,0,0,2,0,0,새마을전통시장,02-2614-5292,00:00~00:00,1978-01,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
개방화장실,예지원요양병원,,,N,1,2,1,0,0,0,1,1,0,예지원요양병원,02-2060-6114,06:00~22:00,2022-04,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,광생주유소,,,Y,1,2,0,0,0,0,1,0,0,광생주유소,02-2689-5512,:~:,1994-08,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,광명한진타운상가,,,N,2,3,0,0,0,0,2,0,0,상가 관리사무소,02-2689-9232,:~:,1997-06,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,광명2동우체국,,,N,2,2,0,0,0,0,2,0,0,광명2동우체국,02-2619-0040,09:00~18:00,2022-12,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,광명21세기 병원,,,Y,0,0,0,0,0,0,0,0,0,광명21세기병원,02-2682-7582,:~:,1992-09,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,광명6동주민센터,,,N,5,5,1,1,0,2,10,1,0,광명6동주민센터,02-2680-6603,09:00~18:00,2022-12,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,새마을전통시장1,,,N,1,1,0,0,0,0,2,0,0,새마을전통시장,02-2614-5292,:~:,2000-01,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,광명4동주민센터,,,N,1,2,1,0,0,0,1,1,0,광명4동주민센터,02-2680-6604,09:00~21:00,1988-06,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,광명3동 주민센터,,,N,1,2,1,0,0,0,4,1,0,광명3동 주민센터,02-2680-6603,:~:,1989-11,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,광명역(ktx),,,N,38,52,8,0,0,0,101,8,0,광명역(ktx),02-899-9270,:~:,2022-03,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,광명종합터미널,,,N,5,9,1,1,1,1,18,1,0,광명종합터미널,02-897-0799,:~:,2000-01,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,목감천 공중화장실,,,N,1,2,1,0,0,0,2,1,0,하수과,02-2680-2985,00:00~00:00,2022-10,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,광명1동주민센터,,,N,5,5,0,0,0,0,8,0,0,광명1동주민센터,02-2680-6601,09:00~18:00,2022-03,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,오름청소년활동센터,,,N,2,2,0,0,0,0,3,0,0,오름청소년활동센터,02-2685-1318,09:00~20:00,2022-03,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,해냄청소년활동센터,,,N,2,2,1,1,0,0,2,0,0,해냄청소년활동센터,02-2689-1318,09:00~20:00,2022-02,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,광명전통시장2,,,N,3,2,1,0,0,0,4,1,0,광명전통시장,02-2614-0006,09:00~21:00,2000-01,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,광명전통시장1,,,N,2,4,1,0,0,0,6,1,0,광명전통시장,02-2614-0006,09:00~21:00,,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
개방화장실,하안성당,,,N,4,5,1,0,0,0,6,1,0,하안성당,02-899-7328,00:00~00:00,2022-01,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,하안3동 행정복지센터 화장실,,,N,2,2,1,0,0,0,2,1,0,행정3동 행정복지센터,02-2680-6614,09:00~18:00,1991-05,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,큰사랑주유소,,,N,1,1,0,0,0,0,1,0,0,큰사랑주유소,02-2611-3960,:~:,2022-03,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,옥길주유소,,,N,2,2,0,0,0,0,2,0,0,옥길주유소,02-2619-4144,:~:,1994-12,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
개방화장실,메이저리치안,,,N,2,2,1,0,0,0,4,1,0,관리사무소,02-899-9514,00:00~00:00,2022-06,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,광명소방서,,,N,2,2,1,0,0,0,2,1,0,광명소방서,02-2610-3120,09:00~18:00,2022-08,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,현대주유소,,,N,1,2,0,0,0,0,1,0,0,현대주유소,02-2616-0051,:~:,1993-03,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,"광명5동주민센터 화장실(1층, 2층, 3층)",,,N,8,9,1,0,0,0,7,1,0,광명5동행정복지센터,02-2680-6605,09:00~18:00,1998-12,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
공중화장실,철산4동주민센터 화장실,,,N,2,2,1,1,1,0,2,0,0,철산4동주민센터,02-2680-6611,:~:,1990-12,,,N,N,N,N,N,N,N,N,N      ,2022-02-18
